"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"116","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.85,2605,48,48,98.16,0,457.56,33.43,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"117","OTU2",NA,NA,NA,NA,NA,NA,NA,0,274,8,1,97.08,87.5,457.5,36.27,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"118","OTU3",NA,NA,NA,NA,NA,NA,NA,0,196,7,1,96.43,85.71,456.2,32.14,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"119","OTU4",NA,NA,NA,NA,NA,NA,NA,0,88,3,1,96.59,66.67,106.88,31.81,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"120","OTU5",NA,NA,NA,NA,NA,NA,NA,0,76,2,1,97.37,50,106.92,27.12,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"121","OTU6",NA,NA,NA,NA,NA,NA,NA,0,44,2,1,95.45,50,127.86,28.94,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"122","OTU7",NA,NA,NA,NA,NA,NA,NA,0,29,3,1,89.66,66.67,457.83,33.86,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"123","OTU8",NA,NA,NA,NA,NA,NA,NA,0,15,2,1,86.67,50,185,34.77,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"124","OTU9","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,13,1,1,92.31,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"125","OTU10",NA,NA,NA,NA,NA,NA,NA,0,12,2,1,83.33,50,458,34.59,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"126","OTU11",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,177,27.12,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"127","OTU12",NA,NA,NA,NA,NA,NA,NA,0,10,2,1,80,50,457.5,35.85,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"128","OTU13","Arthropoda","Insecta","Diptera","Limoniidae","Chioneinae","Erioptera","Erioptera villosa",91.07,8,1,1,87.5,0,113,36.28,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"129","OTU14","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,6,1,1,83.33,0,458,30.13,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"130","OTU15",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"131","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,458,31.44,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"132","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,113,40.71,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"133","OTU18","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.43,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"134","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",92.09,2675,47,47,98.24,0,457.55,33.43,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"135","OTU2",NA,NA,NA,NA,NA,NA,NA,0,340,5,1,98.53,80,106.89,31.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"136","OTU3","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,90.33,320,16,2,95,87.5,448.66,32.18,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"137","OTU4",NA,NA,NA,NA,NA,NA,NA,0,278,10,1,96.4,90,457.63,36.26,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"138","OTU5",NA,NA,NA,NA,NA,NA,NA,0,194,6,1,96.91,83.33,106.77,27.21,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"139","OTU6",NA,NA,NA,NA,NA,NA,NA,0,59,2,1,96.61,50,127.86,28.94,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"140","OTU7",NA,NA,NA,NA,NA,NA,NA,0,57,1,1,98.25,0,113,40.71,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"141","OTU8",NA,NA,NA,NA,NA,NA,NA,0,56,1,1,98.21,0,177,27.12,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"142","OTU9",NA,NA,NA,NA,NA,NA,NA,0,28,2,1,92.86,50,185,34.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"143","OTU10",NA,NA,NA,NA,NA,NA,NA,0,18,1,1,94.44,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"144","OTU11","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,14,1,1,92.86,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"145","OTU12",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,126,45.24,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"146","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Hypocharis","Hypocharis sp. 1YB",91.51,10,1,1,90,0,107,28.97,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"147","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"148","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,37.34,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"149","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,185,37.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"150","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,125,43.2,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"151","OTU18","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.43,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"152","OTU19","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.99,6,1,1,83.33,0,458,33.41,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"153","OTU25",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,34.5,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"154","OTU24","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.21,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"155","OTU21",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,33.19,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"156","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,178,37.08,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"157","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"158","OTU22","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.55,5,1,1,80,0,458,33.62,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU (1)"
"159","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",92.09,2675,47,47,98.24,0,457.55,33.43,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"160","OTU2",NA,NA,NA,NA,NA,NA,NA,0,340,5,1,98.53,80,106.89,31.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"161","OTU3","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,90.33,320,16,2,95,87.5,448.66,32.18,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"162","OTU4",NA,NA,NA,NA,NA,NA,NA,0,278,10,1,96.4,90,457.63,36.26,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"163","OTU5",NA,NA,NA,NA,NA,NA,NA,0,194,6,1,96.91,83.33,106.77,27.21,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"164","OTU6",NA,NA,NA,NA,NA,NA,NA,0,59,2,1,96.61,50,127.86,28.94,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"165","OTU7",NA,NA,NA,NA,NA,NA,NA,0,57,1,1,98.25,0,113,40.71,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"166","OTU8",NA,NA,NA,NA,NA,NA,NA,0,56,1,1,98.21,0,177,27.12,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"167","OTU9",NA,NA,NA,NA,NA,NA,NA,0,28,2,1,92.86,50,185,34.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"168","OTU10",NA,NA,NA,NA,NA,NA,NA,0,18,1,1,94.44,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"169","OTU11","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,14,1,1,92.86,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"170","OTU12",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,126,45.24,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"171","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Hypocharis","Hypocharis sp. 1YB",91.51,10,1,1,90,0,107,28.97,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"172","OTU14",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"173","OTU15",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,37.34,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"174","OTU16",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,185,37.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"175","OTU17",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,125,43.2,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"176","OTU18","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.43,6,1,1,83.33,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"177","OTU19","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.99,6,1,1,83.33,0,458,33.41,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"178","OTU25",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,34.5,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"179","OTU24","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.21,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"180","OTU21",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,33.19,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"181","OTU20",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,178,37.08,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"182","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"183","OTU22","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.55,5,1,1,80,0,458,33.62,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"184","OTU1","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",92.09,3753,61,61,98.37,0,457.59,33.42,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"185","OTU2",NA,NA,NA,NA,NA,NA,NA,0,1657,10,1,99.4,90,106.88,31.87,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"186","OTU3",NA,NA,NA,NA,NA,NA,NA,0,1358,14,1,98.97,92.86,106.76,27.23,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"187","OTU4",NA,NA,NA,NA,NA,NA,NA,0,306,10,1,96.73,90,457.61,36.27,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"188","OTU5",NA,NA,NA,NA,NA,NA,NA,0,292,4,1,98.63,75,127.9,28.94,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"189","OTU6","Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,90.03,288,15,2,94.79,86.67,456.09,32.14,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"190","OTU7",NA,NA,NA,NA,NA,NA,NA,0,140,3,1,97.86,66.67,112.99,40.77,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"191","OTU8",NA,NA,NA,NA,NA,NA,NA,0,126,3,1,97.62,66.67,176.9,27.13,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"192","OTU9",NA,NA,NA,NA,NA,NA,NA,0,48,3,1,93.75,66.67,184.88,34.72,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"193","OTU10","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,33,1,1,96.97,0,458,39.52,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"194","OTU11",NA,NA,NA,NA,NA,NA,NA,0,24,1,1,95.83,0,156,32.69,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"195","OTU12",NA,NA,NA,NA,NA,NA,NA,0,23,1,1,95.65,0,119,31.09,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"196","OTU14",NA,NA,NA,NA,NA,NA,NA,0,19,2,1,89.47,50,107,28.33,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"197","OTU13","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.77,19,3,3,84.21,0,457.47,33.72,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"198","OTU15",NA,NA,NA,NA,NA,NA,NA,0,18,1,1,94.44,0,217,36.41,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"199","OTU16","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.55,17,2,2,88.24,0,458,33.75,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"200","OTU17",NA,NA,NA,NA,NA,NA,NA,0,16,1,1,93.75,0,106,47.17,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"201","OTU18","Arthropoda","Insecta","Lepidoptera","Tortricidae","Tortricinae","Aethes",NA,91.43,16,1,1,93.75,0,106,31.13,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"202","OTU19",NA,NA,NA,NA,NA,NA,NA,0,15,1,1,93.33,0,185,37.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"203","OTU21",NA,NA,NA,NA,NA,NA,NA,0,15,2,1,86.67,50,458,37.34,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"204","OTU20","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",90.99,15,2,2,86.67,0,458,33.52,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"205","OTU22",NA,NA,NA,NA,NA,NA,NA,0,14,2,1,85.71,50,458,34.58,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"206","OTU23","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctiinae","Hypocharis","Hypocharis sp. 1YB",91.51,13,2,2,84.62,0,107,28.97,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"207","OTU24","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachistinae","Elachista",NA,90.65,11,1,1,90.91,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"208","OTU25","Arthropoda","Insecta","Hymenoptera","Halictidae","Halictinae","Megalopta","Megalopta genalis",93.66,10,2,2,80,0,142.5,27.72,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"209","OTU27",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"210","OTU26",NA,NA,NA,NA,NA,NA,NA,0,10,2,1,80,50,119.5,41,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"211","OTU30","Arthropoda","Insecta","Lepidoptera","Erebidae","Calpinae","Chamyna","Chamyna sp. 1YB",91.51,8,1,1,87.5,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"212","OTU31","Arthropoda","Insecta","Diptera","Tachinidae","Exoristinae","Zizyphomyia","Zizyphomyia Wood02",97.14,8,1,1,87.5,0,107,28.97,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"213","OTU29","Arthropoda","Insecta","Lepidoptera","Pyralidae","Chrysauginae",NA,NA,92.45,8,1,1,87.5,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"214","OTU28",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,273,29.67,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"215","OTU36",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,106,30.19,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"216","OTU34","Arthropoda","Insecta","Hemiptera","Fulgoridae",NA,"Pterodictya","Pterodictya reticularis",91.43,7,1,1,85.71,0,458,33.84,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"217","OTU35",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,178,37.64,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"218","OTU32",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,35.81,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"219","OTU33","Arthropoda","Insecta","Lepidoptera","Geometridae","Geometrinae","Oospila","Oospila confluaria",94.34,7,1,1,85.71,0,107,27.1,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"220","OTU38",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,178,35.96,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"221","OTU39","Arthropoda","Insecta","Lepidoptera","Geometridae","Geometrinae","Nemoria","Nemoria sp. 6YB",91.51,6,1,1,83.33,0,107,29.91,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"222","OTU37",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,157,33.12,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"223","OTU44","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Theclinae","Kolana","Kolana ligurina",91.51,6,1,1,83.33,0,107,28.97,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"224","OTU43",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,107,32.71,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"225","OTU42",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,169,33.14,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"226","OTU41","Arthropoda","Insecta","Lepidoptera","Notodontidae","Nystaleinae","Marthula","Marthula pleione",95.28,6,1,1,83.33,0,106,31.13,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"227","OTU40",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,185,33.51,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"228","OTU50","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Pyrinia","Pyrinia helvaria",95.19,5,1,1,80,0,458,29.26,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"229","OTU51",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,106,31.13,0,"MBR-CYB002.DNA-LT-ARM2-MAR2021-A_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
